Signal_ID,Client_ID,Client_Type,Alarm_Type,Technical_Signal,Zone,Date,Time,Shift,Priority_Level,Handled_By,Agent_Seniority,Response_Time_Min,Resolution_Time_Min,Incident,Police_Called,Fire_Department_Called,Escalated,False_Alarm_Reason,Outcome_Category
S00154,C2095,Factory,Burglary,Glass Break,Zone 8 – Control Room,2025-06-04,23:03,3rd,Low,E04,Mid,9,20,No,No,No,No,Power outage,False Alarm – Power outage
S00155,C2147,School,Burglary,Alarm Triggered,Zone 9 – Hallway,2025-06-04,23:28,3rd,Critical,E04,Mid,8,80,Yes,No,No,No,N/A,Confirmed Intrusion
S00156,C2022,Home,Panic Button,Emergency Triggered,Zone 5 – Garage,2025-04-07,12:45,1st,High,E04,Mid,8,79,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00157,C2073,Shop,Fire,Gas Leak,Zone 9 – Hallway,2025-04-19,12:23,1st,Critical,E06,Junior,9,21,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00158,C2085,Factory,Burglary,Motion Detected,Zone 1 – Main Door,2025-03-17,04:04,3rd,Critical,E04,Mid,6,40,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00159,C2037,Office,Burglary,Alarm Triggered,Zone 8 – Control Room,2025-06-13,16:37,2nd,Critical,E02,Senior,1,26,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00160,C2085,Factory,Tamper,Tamper Detected,Zone 5 – Garage,2025-02-16,13:41,1st,High,E09,Junior,14,20,No,No,No,No,N/A,Unclassified
S00161,C2088,Factory,Tamper,Tamper Detected,Zone 0 – Control Panel,2025-04-14,17:13,2nd,Low,E01,Senior,4,19,No,No,No,No,Dust,False Alarm – Dust
S00162,C2139,School,Tamper,Tamper Detected,Zone 8 – Control Room,2025-04-30,08:32,1st,Medium,E08,Junior,17,32,No,No,No,No,User error,False Alarm – User error
S00163,C2113,Warehouse,Fire,Gas Leak,Zone 1 – Main Door,2025-01-31,17:46,2nd,Critical,E06,Junior,8,19,No,No,No,No,Power outage,False Alarm – Power outage
S00164,C2115,Warehouse,Burglary,Motion Detected,Zone 5 – Garage,2025-05-29,11:48,1st,Medium,E08,Junior,17,22,No,No,No,No,Environmental,False Alarm – Environmental
S00165,C2147,School,Fire,Gas Leak,Zone 0 – Control Panel,2025-01-01,04:43,3rd,Critical,E04,Mid,6,10,No,No,No,No,Power outage,False Alarm – Power outage
S00166,C2036,Office,Tamper,Tamper Detected,Zone 8 – Control Room,2025-05-17,10:51,1st,High,E06,Junior,10,23,No,No,No,No,Animal,False Alarm – Animal
S00167,C2022,Home,Panic Button,Duress Code,Zone 2 – Living Room,2025-02-04,16:18,2nd,Critical,E08,Junior,9,12,No,No,No,No,Power outage,False Alarm – Power outage
S00168,C2116,Warehouse,Panic Button,Emergency Triggered,Zone 7 – Storage,2025-06-11,02:52,3rd,Critical,E01,Senior,1,46,Yes,Yes,No,Yes,N/A,Forced Entry
S00169,C2058,Shop,Panic Button,Duress Code,Zone 1 – Main Door,2025-06-28,08:23,1st,High,E02,Senior,2,6,No,No,No,No,Environmental,False Alarm – Environmental
S00170,C2074,Shop,Tamper,Tamper Detected,Zone 9 – Hallway,2025-06-03,09:02,1st,High,E03,Mid,8,11,No,No,No,No,N/A,Unclassified
S00171,C2056,Shop,Panic Button,Duress Code,Zone 6 – Office,2025-03-25,15:16,2nd,High,E08,Junior,9,11,No,No,No,No,Animal,False Alarm – Animal
S00172,C2118,Warehouse,Burglary,Glass Break,Zone 1 – Main Door,2025-03-12,18:26,2nd,Critical,E06,Junior,11,91,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00173,C2110,Warehouse,Burglary,Motion Detected,Zone 1 – Main Door,2025-05-03,01:18,3rd,High,E05,Mid,4,29,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00174,C2140,School,Burglary,Motion Detected,Zone 8 – Control Room,2025-05-24,16:33,2nd,Low,E08,Junior,22,29,No,No,No,No,Power outage,False Alarm – Power outage
S00175,C2005,Home,Panic Button,Emergency Triggered,Zone 3 – Bedroom,2025-06-24,19:47,2nd,Critical,E04,Mid,10,38,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00176,C2091,Factory,Technical,Power Loss,Zone 7 – Storage,2025-05-12,09:02,1st,Low,E09,Junior,11,24,No,No,No,No,N/A,Unclassified
S00177,C2047,Office,Technical,Low Battery,Zone 6 – Office,2025-02-01,14:40,1st,Medium,E06,Junior,14,16,No,No,No,No,Maintenance,False Alarm – Maintenance
S00178,C2011,Home,Tamper,Cover Removed,Zone 3 – Bedroom,2025-03-08,10:56,1st,High,E01,Senior,1,3,No,No,No,No,Dust,False Alarm – Dust
S00179,C2092,Factory,Panic Button,Duress Code,Zone 1 – Main Door,2025-02-23,10:18,1st,Critical,E07,Junior,16,82,Yes,Yes,No,Yes,N/A,Forced Entry
S00180,C2048,Office,Tamper,Cover Removed,Zone 0 – Control Panel,2025-02-04,13:21,1st,Medium,E08,Junior,13,16,No,No,No,No,Environmental,False Alarm – Environmental
S00181,C2111,Warehouse,Tamper,Tamper Detected,Zone 0 – Control Panel,2025-05-24,21:05,2nd,Medium,E03,Mid,8,14,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00182,C2110,Warehouse,Tamper,Cover Removed,Zone 5 – Garage,2025-01-07,19:28,2nd,Medium,E08,Junior,11,22,No,No,No,No,Dust,False Alarm – Dust
S00183,C2015,Home,Panic Button,Duress Code,Zone 1 – Main Door,2025-04-22,13:17,1st,Critical,E03,Mid,4,39,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00184,C2113,Warehouse,Burglary,Glass Break,Zone 1 – Main Door,2025-05-10,17:54,2nd,Low,E08,Junior,14,25,No,No,No,No,Power outage,False Alarm – Power outage
S00185,C2040,Office,Panic Button,Duress Code,Zone 7 – Storage,2025-02-06,15:38,2nd,Critical,E03,Mid,7,95,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00186,C2081,Factory,Burglary,Glass Break,Zone 8 – Control Room,2025-03-27,04:25,3rd,Low,E06,Junior,10,48,Yes,No,No,No,N/A,Forced Entry
S00187,C2144,School,Technical,Power Loss,Zone 1 – Main Door,2025-02-28,05:58,3rd,Low,E05,Mid,11,22,No,No,No,No,Maintenance,False Alarm – Maintenance
S00188,C2126,School,Tamper,Tamper Detected,Zone 9 – Hallway,2025-04-13,11:44,1st,Low,E05,Mid,8,17,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00189,C2082,Factory,Burglary,Motion Detected,Zone 8 – Control Room,2025-06-03,16:51,2nd,Low,E03,Mid,7,22,No,No,No,No,Dust,False Alarm – Dust
S00190,C2045,Office,Fire,Heat Sensor,Zone 8 – Control Room,2025-06-15,09:45,1st,High,E05,Mid,5,37,Yes,No,Yes,Yes,N/A,Fire Confirmed
S00191,C2093,Factory,Burglary,Motion Detected,Zone 7 – Storage,2025-03-17,14:01,1st,High,E02,Senior,4,15,No,No,No,No,User error,False Alarm – User error
S00192,C2080,Factory,Technical,Sensor Fault,Zone 0 – Control Panel,2025-02-22,08:04,1st,Medium,E05,Mid,10,14,No,No,No,No,Power outage,False Alarm – Power outage
S00193,C2019,Home,Fire,Gas Leak,Zone 4 – Kitchen,2025-05-02,20:41,2nd,Critical,E09,Junior,10,95,Yes,No,Yes,Yes,N/A,Fire Confirmed
S00194,C2129,School,Burglary,Glass Break,Zone 1 – Main Door,2025-06-13,01:27,3rd,Medium,E06,Junior,14,19,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00195,C2073,Shop,Technical,Power Loss,Zone 1 – Main Door,2025-04-08,20:33,2nd,Low,E02,Senior,1,5,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00196,C2137,School,Technical,Power Restored,Zone 1 – Main Door,2025-05-28,11:39,1st,Low,E08,Junior,16,31,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00197,C2008,Home,Tamper,Tamper Detected,Zone 1 – Main Door,2025-04-19,07:52,1st,Medium,E05,Mid,4,15,No,No,No,No,Power outage,False Alarm – Power outage
S00198,C2140,School,Tamper,Cover Removed,Zone 6 – Office,2025-05-09,15:31,2nd,High,E05,Mid,4,10,No,No,No,No,Power outage,False Alarm – Power outage
S00199,C2016,Home,Burglary,Alarm Triggered,Zone 2 – Living Room,2025-02-08,14:04,1st,Critical,E01,Senior,2,35,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00200,C2089,Factory,Technical,Power Restored,Zone 0 – Control Panel,2025-02-18,12:46,1st,Low,E05,Mid,6,13,No,No,No,No,Power outage,False Alarm – Power outage
S00201,C2032,Office,Technical,Sensor Fault,Zone 8 – Control Room,2025-02-16,10:29,1st,Low,E07,Junior,15,21,No,No,No,No,Power outage,False Alarm – Power outage
S00202,C2108,Warehouse,Technical,Power Restored,Zone 5 – Garage,2025-04-28,21:55,2nd,Low,E09,Junior,12,17,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00203,C2132,School,Technical,Sensor Fault,Zone 0 – Control Panel,2025-01-12,09:31,1st,Low,E09,Junior,13,21,No,No,No,No,Power outage,False Alarm – Power outage
S00204,C2056,Shop,Tamper,Cover Removed,Zone 7 – Storage,2025-01-14,14:15,1st,Low,E03,Mid,7,19,No,No,No,No,Environmental,False Alarm – Environmental
S00205,C2138,School,Technical,Low Battery,Zone 1 – Main Door,2025-03-13,06:18,3rd,Medium,E05,Mid,7,20,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00206,C2104,Warehouse,Tamper,Tamper Detected,Zone 7 – Storage,2025-05-26,20:48,2nd,High,E07,Junior,11,21,No,No,No,No,Dust,False Alarm – Dust
S00207,C2099,Factory,Burglary,Alarm Triggered,Zone 7 – Storage,2025-06-01,11:04,1st,High,E01,Senior,1,4,No,No,No,No,Maintenance,False Alarm – Maintenance
S00208,C2101,Warehouse,Technical,Power Loss,Zone 7 – Storage,2025-04-18,17:06,2nd,Low,E06,Junior,14,25,No,No,No,No,Maintenance,False Alarm – Maintenance
S00209,C2011,Home,Panic Button,Emergency Triggered,Zone 1 – Main Door,2025-06-02,05:32,3rd,Critical,E03,Mid,6,87,Yes,Yes,No,Yes,N/A,Forced Entry
S00210,C2132,School,Burglary,Alarm Triggered,Zone 9 – Hallway,2025-06-19,01:38,3rd,High,E03,Mid,8,61,Yes,No,No,No,N/A,Emergency Confirmed
S00211,C2145,School,Technical,Sensor Fault,Zone 6 – Office,2025-01-18,06:45,3rd,Low,E10,Mid,9,17,No,No,No,No,Power outage,False Alarm – Power outage
S00212,C2007,Home,Tamper,Cover Removed,Zone 5 – Garage,2025-03-03,19:50,2nd,Medium,E08,Junior,10,21,No,No,No,No,Environmental,False Alarm – Environmental
S00213,C2014,Home,Fire,Gas Leak,Zone 5 – Garage,2025-05-01,02:46,3rd,High,E05,Mid,5,68,Yes,No,Yes,Yes,N/A,Fire Confirmed
S00214,C2147,School,Burglary,Glass Break,Zone 1 – Main Door,2025-01-03,18:02,2nd,Low,E08,Junior,14,27,No,No,No,No,Power outage,False Alarm – Power outage
S00215,C2129,School,Burglary,Alarm Triggered,Zone 8 – Control Room,2025-05-26,10:26,1st,Low,E01,Senior,2,9,No,No,No,No,Maintenance,False Alarm – Maintenance
S00216,C2097,Factory,Burglary,Glass Break,Zone 8 – Control Room,2025-02-18,22:33,2nd,Critical,E09,Junior,11,23,No,No,No,No,Dust,False Alarm – Dust
S00217,C2124,Warehouse,Burglary,Glass Break,Zone 5 – Garage,2025-02-06,03:39,3rd,High,E05,Mid,11,25,No,No,No,No,Dust,False Alarm – Dust
S00218,C2054,Shop,Burglary,Motion Detected,Zone 8 – Control Room,2025-06-02,03:45,3rd,Critical,E03,Mid,5,55,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00219,C2140,School,Panic Button,Duress Code,Zone 0 – Control Panel,2025-04-03,16:36,2nd,Critical,E04,Mid,6,8,No,No,No,No,Dust,False Alarm – Dust
S00220,C2021,Home,Tamper,Cover Removed,Zone 3 – Bedroom,2025-06-18,11:45,1st,Medium,E04,Mid,6,16,No,No,No,No,Environmental,False Alarm – Environmental
S00221,C2144,School,Burglary,Glass Break,Zone 6 – Office,2025-01-05,19:59,2nd,Low,E05,Mid,8,10,No,No,No,No,User error,False Alarm – User error
S00222,C2060,Shop,Tamper,Tamper Detected,Zone 1 – Main Door,2025-05-03,18:40,2nd,High,E07,Junior,18,32,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00223,C2141,School,Burglary,Alarm Triggered,Zone 9 – Hallway,2025-01-03,01:00,3rd,Critical,E02,Senior,5,56,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00224,C2016,Home,Fire,Heat Sensor,Zone 1 – Main Door,2025-05-22,03:41,3rd,High,E04,Mid,9,13,No,No,No,No,Animal,False Alarm – Animal
S00225,C2046,Office,Technical,Sensor Fault,Zone 1 – Main Door,2025-05-03,13:56,1st,Medium,E10,Mid,8,10,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00226,C2146,School,Tamper,Tamper Detected,Zone 8 – Control Room,2025-02-09,23:19,3rd,Medium,E04,Mid,8,18,No,No,No,No,Maintenance,False Alarm – Maintenance
S00227,C2035,Office,Burglary,Alarm Triggered,Zone 9 – Hallway,2025-05-04,22:56,2nd,High,E07,Junior,9,44,Yes,Yes,No,Yes,N/A,Forced Entry
S00228,C2048,Office,Technical,Power Loss,Zone 1 – Main Door,2025-03-01,11:45,1st,Low,E10,Mid,7,11,No,No,No,No,Maintenance,False Alarm – Maintenance
S00229,C2110,Warehouse,Fire,Gas Leak,Zone 0 – Control Panel,2025-04-24,21:52,2nd,Medium,E06,Junior,9,18,No,No,No,No,User error,False Alarm – User error
S00230,C2064,Shop,Technical,Power Loss,Zone 1 – Main Door,2025-04-08,20:59,2nd,Medium,E07,Junior,14,21,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00231,C2147,School,Burglary,Alarm Triggered,Zone 1 – Main Door,2025-05-27,03:37,3rd,High,E02,Senior,2,11,No,No,No,No,Animal,False Alarm – Animal
S00232,C2104,Warehouse,Tamper,Cover Removed,Zone 0 – Control Panel,2025-02-14,03:10,3rd,Low,E06,Junior,8,19,No,No,No,No,Dust,False Alarm – Dust
S00233,C2035,Office,Technical,Power Restored,Zone 0 – Control Panel,2025-06-15,10:14,1st,Medium,E10,Mid,9,17,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00234,C2138,School,Burglary,Glass Break,Zone 9 – Hallway,2025-06-19,14:48,1st,Low,E07,Junior,11,14,No,No,No,No,Dust,False Alarm – Dust
S00235,C2141,School,Panic Button,Emergency Triggered,Zone 8 – Control Room,2025-06-08,08:03,1st,Critical,E06,Junior,9,80,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00236,C2150,School,Technical,Low Battery,Zone 0 – Control Panel,2025-01-13,18:45,2nd,Medium,E06,Junior,9,13,No,No,No,No,N/A,Unclassified
S00237,C2145,School,Panic Button,Duress Code,Zone 1 – Main Door,2025-04-08,21:29,2nd,Critical,E06,Junior,11,26,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00238,C2109,Warehouse,Technical,Low Battery,Zone 7 – Storage,2025-03-15,16:02,2nd,Low,E04,Mid,6,15,No,No,No,No,Power outage,False Alarm – Power outage
S00239,C2105,Warehouse,Burglary,Glass Break,Zone 5 – Garage,2025-03-20,23:18,3rd,Critical,E08,Junior,11,83,Yes,No,No,No,N/A,Forced Entry
S00240,C2139,School,Tamper,Cover Removed,Zone 9 – Hallway,2025-01-17,05:05,3rd,Low,E05,Mid,7,11,No,No,No,No,Maintenance,False Alarm – Maintenance
S00241,C2001,Home,Burglary,Alarm Triggered,Zone 1 – Main Door,2025-01-22,18:53,2nd,Critical,E07,Junior,10,93,Yes,Yes,No,Yes,N/A,Forced Entry
S00242,C2118,Warehouse,Burglary,Glass Break,Zone 7 – Storage,2025-05-05,18:15,2nd,High,E08,Junior,17,19,No,No,No,No,Animal,False Alarm – Animal
S00243,C2005,Home,Tamper,Tamper Detected,Zone 2 – Living Room,2025-04-21,21:39,2nd,Low,E07,Junior,6,17,No,No,No,No,N/A,Unclassified
S00244,C2012,Home,Burglary,Alarm Triggered,Zone 4 – Kitchen,2025-01-29,23:15,3rd,Medium,E08,Junior,11,13,No,No,No,No,Environmental,False Alarm – Environmental
S00245,C2075,Shop,Tamper,Cover Removed,Zone 6 – Office,2025-01-15,01:32,3rd,Medium,E03,Mid,7,17,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00246,C2077,Factory,Technical,Low Battery,Zone 8 – Control Room,2025-01-22,10:26,1st,Low,E10,Mid,7,17,No,No,No,No,N/A,Unclassified
S00247,C2089,Factory,Technical,Power Loss,Zone 0 – Control Panel,2025-04-02,06:03,3rd,Medium,E08,Junior,13,17,No,No,No,No,N/A,Unclassified
S00248,C2058,Shop,Burglary,Motion Detected,Zone 0 – Control Panel,2025-02-27,06:15,3rd,Medium,E03,Mid,5,13,No,No,No,No,Maintenance,False Alarm – Maintenance
S00249,C2136,School,Tamper,Cover Removed,Zone 9 – Hallway,2025-03-05,05:35,3rd,Low,E06,Junior,17,26,No,No,No,No,Animal,False Alarm – Animal
S00250,C2138,School,Technical,Low Battery,Zone 9 – Hallway,2025-03-01,12:05,1st,Low,E08,Junior,8,23,No,No,No,No,Power outage,False Alarm – Power outage
S00251,C2144,School,Panic Button,Duress Code,Zone 9 – Hallway,2025-03-20,16:12,2nd,Critical,E01,Senior,2,7,No,No,No,No,Animal,False Alarm – Animal
S00252,C2031,Office,Tamper,Cover Removed,Zone 7 – Storage,2025-01-24,02:47,3rd,Low,E08,Junior,14,19,No,No,No,No,Power outage,False Alarm – Power outage
S00253,C2073,Shop,Panic Button,Duress Code,Zone 9 – Hallway,2025-06-02,12:49,1st,Critical,E05,Mid,7,85,Yes,Yes,No,Yes,N/A,Forced Entry
S00254,C2121,Warehouse,Burglary,Glass Break,Zone 7 – Storage,2025-06-25,16:51,2nd,High,E06,Junior,7,50,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00255,C2142,School,Fire,Heat Sensor,Zone 8 – Control Room,2025-04-27,15:16,2nd,Critical,E10,Mid,7,51,Yes,No,Yes,Yes,N/A,Forced Entry
S00256,C2141,School,Technical,Power Loss,Zone 6 – Office,2025-03-05,18:31,2nd,Medium,E07,Junior,8,17,No,No,No,No,N/A,Unclassified
S00257,C2091,Factory,Technical,Power Restored,Zone 5 – Garage,2025-01-11,01:46,3rd,Medium,E08,Junior,12,22,No,No,No,No,Power outage,False Alarm – Power outage
S00258,C2020,Home,Burglary,Glass Break,Zone 9 – Hallway,2025-03-29,07:53,1st,Low,E06,Junior,9,12,No,No,No,No,User error,False Alarm – User error
S00259,C2056,Shop,Burglary,Alarm Triggered,Zone 7 – Storage,2025-03-21,17:00,2nd,High,E04,Mid,7,83,Yes,Yes,No,Yes,N/A,Forced Entry
S00260,C2137,School,Burglary,Alarm Triggered,Zone 8 – Control Room,2025-06-07,07:00,1st,Low,E04,Mid,5,55,Yes,No,No,No,N/A,Emergency Confirmed
S00261,C2111,Warehouse,Tamper,Tamper Detected,Zone 5 – Garage,2025-06-15,15:32,2nd,Low,E08,Junior,15,30,No,No,No,No,Dust,False Alarm – Dust
S00262,C2102,Warehouse,Burglary,Alarm Triggered,Zone 1 – Main Door,2025-02-18,04:17,3rd,Critical,E07,Junior,10,53,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00263,C2009,Home,Burglary,Alarm Triggered,Zone 1 – Main Door,2025-01-09,00:41,3rd,Critical,E04,Mid,8,24,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00264,C2112,Warehouse,Tamper,Tamper Detected,Zone 7 – Storage,2025-06-27,16:31,2nd,Low,E06,Junior,11,22,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00265,C2012,Home,Technical,Power Loss,Zone 1 – Main Door,2025-05-07,14:17,1st,Low,E06,Junior,10,12,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00266,C2037,Office,Burglary,Alarm Triggered,Zone 7 – Storage,2025-01-03,10:37,1st,Low,E05,Mid,9,24,No,No,No,No,Maintenance,False Alarm – Maintenance
S00267,C2139,School,Burglary,Alarm Triggered,Zone 6 – Office,2025-01-12,13:43,1st,Medium,E08,Junior,9,19,No,No,No,No,Animal,False Alarm – Animal
S00268,C2026,Office,Burglary,Glass Break,Zone 0 – Control Panel,2025-04-29,20:03,2nd,Low,E02,Senior,2,10,No,No,No,No,Maintenance,False Alarm – Maintenance
S00269,C2070,Shop,Burglary,Alarm Triggered,Zone 9 – Hallway,2025-05-26,20:01,2nd,Medium,E06,Junior,8,12,No,No,No,No,Power outage,False Alarm – Power outage
S00270,C2076,Factory,Fire,Heat Sensor,Zone 5 – Garage,2025-02-04,13:05,1st,Medium,E03,Mid,6,40,Yes,No,No,No,N/A,Forced Entry
S00271,C2100,Factory,Technical,Power Loss,Zone 8 – Control Room,2025-05-15,17:47,2nd,Low,E07,Junior,10,19,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00272,C2070,Shop,Tamper,Tamper Detected,Zone 1 – Main Door,2025-01-04,04:48,3rd,Low,E05,Mid,10,20,No,No,No,No,Maintenance,False Alarm – Maintenance
S00273,C2007,Home,Panic Button,Duress Code,Zone 1 – Main Door,2025-02-19,05:06,3rd,High,E05,Mid,7,71,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00274,C2100,Factory,Technical,Power Restored,Zone 1 – Main Door,2025-03-07,19:26,2nd,Low,E07,Junior,16,20,No,No,No,No,Maintenance,False Alarm – Maintenance
S00275,C2069,Shop,Fire,Smoke Detected,Zone 9 – Hallway,2025-04-25,11:19,1st,Medium,E04,Mid,9,59,Yes,No,No,No,N/A,Forced Entry
S00276,C2020,Home,Fire,Gas Leak,Zone 3 – Bedroom,2025-04-09,03:30,3rd,High,E06,Junior,10,15,No,No,No,No,Maintenance,False Alarm – Maintenance
S00277,C2035,Office,Technical,Low Battery,Zone 8 – Control Room,2025-02-11,14:06,1st,Medium,E03,Mid,6,20,No,No,No,No,N/A,Unclassified
S00278,C2086,Factory,Fire,Heat Sensor,Zone 0 – Control Panel,2025-03-03,12:28,1st,High,E06,Junior,13,53,Yes,No,Yes,Yes,N/A,Forced Entry
S00279,C2102,Warehouse,Burglary,Alarm Triggered,Zone 7 – Storage,2025-03-25,20:11,2nd,Critical,E03,Mid,4,12,No,No,No,No,Dust,False Alarm – Dust
S00280,C2101,Warehouse,Fire,Smoke Detected,Zone 7 – Storage,2025-06-17,19:52,2nd,High,E03,Mid,9,23,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00281,C2119,Warehouse,Burglary,Alarm Triggered,Zone 5 – Garage,2025-01-31,07:46,1st,High,E02,Senior,1,15,No,No,No,No,Environmental,False Alarm – Environmental
S00282,C2128,School,Fire,Heat Sensor,Zone 9 – Hallway,2025-04-04,13:43,1st,Critical,E04,Mid,8,77,Yes,No,Yes,Yes,N/A,Forced Entry
S00283,C2123,Warehouse,Fire,Gas Leak,Zone 0 – Control Panel,2025-01-01,08:28,1st,Critical,E03,Mid,4,65,Yes,No,Yes,Yes,N/A,Confirmed Intrusion
S00284,C2064,Shop,Tamper,Cover Removed,Zone 8 – Control Room,2025-06-14,00:49,3rd,Low,E05,Mid,9,21,No,No,No,No,N/A,Unclassified
S00285,C2085,Factory,Burglary,Glass Break,Zone 0 – Control Panel,2025-04-21,05:48,3rd,Low,E02,Senior,3,13,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00286,C2096,Factory,Burglary,Alarm Triggered,Zone 0 – Control Panel,2025-02-06,02:28,3rd,Medium,E02,Senior,3,6,No,No,No,No,N/A,Unclassified
S00287,C2022,Home,Fire,Heat Sensor,Zone 1 – Main Door,2025-02-28,11:26,1st,High,E01,Senior,2,43,Yes,No,Yes,Yes,N/A,Forced Entry
S00288,C2025,Home,Fire,Heat Sensor,Zone 4 – Kitchen,2025-02-08,20:30,2nd,Critical,E04,Mid,8,37,Yes,No,Yes,Yes,N/A,Confirmed Intrusion
S00289,C2028,Office,Burglary,Glass Break,Zone 7 – Storage,2025-06-21,20:41,2nd,Medium,E02,Senior,2,12,No,No,No,No,Dust,False Alarm – Dust
S00290,C2060,Shop,Tamper,Tamper Detected,Zone 9 – Hallway,2025-03-26,13:29,1st,Low,E05,Mid,8,21,No,No,No,No,Animal,False Alarm – Animal
S00291,C2110,Warehouse,Burglary,Glass Break,Zone 8 – Control Room,2025-01-05,02:28,3rd,Medium,E07,Junior,11,25,No,No,No,No,Environmental,False Alarm – Environmental
S00292,C2027,Office,Tamper,Tamper Detected,Zone 9 – Hallway,2025-06-07,16:36,2nd,Medium,E08,Junior,17,32,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00293,C2081,Factory,Technical,Sensor Fault,Zone 7 – Storage,2025-04-23,14:33,1st,Medium,E07,Junior,8,15,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00294,C2045,Office,Tamper,Cover Removed,Zone 7 – Storage,2025-05-22,22:39,2nd,Low,E02,Senior,3,9,No,No,No,No,User error,False Alarm – User error
S00295,C2096,Factory,Fire,Heat Sensor,Zone 5 – Garage,2025-03-04,00:11,3rd,Critical,E07,Junior,12,76,Yes,No,Yes,Yes,N/A,Forced Entry
S00296,C2138,School,Tamper,Tamper Detected,Zone 9 – Hallway,2025-03-09,17:31,2nd,High,E09,Junior,14,23,No,No,No,No,Environmental,False Alarm – Environmental
S00297,C2092,Factory,Tamper,Cover Removed,Zone 1 – Main Door,2025-01-19,23:55,3rd,Low,E08,Junior,15,25,No,No,No,No,Maintenance,False Alarm – Maintenance
